Player Name,Team,Assists,Blocks Against,Defensive Rebounds,Free Throws,Field Goals,Minutes Played,Personal Fouls,Points Scored,Steals,Three Pointers,Total Rebounds,Turnovers
Josh McRoberts,Charlotte,2,1,2,5-12,0-0,33:51,2,12,2,2-8,2,1
Michael Kidd-Gilchrist,Charlotte,1,3,2-3,0-0,21:01,2,1,-10,4,2,0-0,5,2
Al Jefferson,Charlotte,2,13,9-20,2-2,42:48,5,2,+5,20,1,0-0,18,3
Kemba Walker,Charlotte,12,2,4,6-21,2-2,43:36,2,+9,17,3-6,4,3
Gerald Henderson,Charlotte,2,3,5,4-9,2-2,33:14,1,+2,13,1,3-3,5
Gary Neal,Charlotte,4,1,4,5-14,5-5,30:57,1,+13,16,1-4,4,1
Chris Douglas-Roberts,Charlotte,3,2-5,0-0,20:48,+7,6,1,2-4,3
Cody Zeller,Charlotte,1,2,2,1-5,2-4,19:09,2,3,+6,4,0-0,4,1
Bismack Biyombo,Charlotte,2,1-1,0-0,10:12,2,+1,2,0-0,2,1
Luke Ridnour,Charlotte,1,0-2,0-0,9:24,3,-3,0-0,1
Trevor Ariza,Washington,2,1,5,0-6,0-2,39:21,3,-13,2,0-4,5,2
Trevor Booker,Washington,1,5,1,4-5,8-8,30:22,1,1,-8,16,2,0-0,2
Marcin Gortat,Washington,3,2,10,13-18,1-1,44:08,4,-4,27,1,0-0,14,2
Bradley Beal,Washington,3,2,5,4-15,0-0,42:42,2,-1,8,0-5,5,1
John Wall,Washington,11,11,6-18,2-3,42:10,1,4,-7,14,0-2,12,5
Martell Webster,Washington,3,2-5,2-2,24:04,1,+2,7,1-4,3
Nene Hilario,Washington,1,5-9,0-4,16:52,3,+2,10,1,0-0
Drew Gooden,Washington,1,2,1-2,0-0,14:24,1,1,2,0-0,3
Andre Miller,Washington,1,1,2-4,0-0,10:50,+1,4,1,0-0,1,2
Garrett Temple,Washington,0-0,0-0,0:07,-2,0-0
Glen Rice Jr.,Washington,Inactive
